t,VA_row_equity_Y,VA_us_liability_Y,VA_total_Y,CA_row_equity_Y,CA_us_liability_Y,CA_bond_Y,CA_total_Y,Y_US
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.800707270250573
2.0,-0.02301700967005223,0.00030285184893522483,-0.022714157821117006,0.025226170867721495,-0.00047457412335558276,-0.001815256320900131,0.02293634042346578,1.80853787547668
3.0,-0.023033447331198033,0.00031607859811667437,-0.022717368733081358,0.02528571574491481,-0.000484831439569162,-0.0018557369635042182,0.02294514734184143,1.816713729630617
4.0,-0.023048486998291717,0.0003297060856218756,-0.022718780912669843,0.025344675567645383,-0.0004954330832086845,-0.001897209487010491,0.02295203299742621,1.8252500337353048
5.0,-0.023062050253620625,0.00034373285234514127,-0.022718317401275483,0.025402924643554346,-0.000506377169020328,-0.001939660806590767,0.02295688666794325,1.834162656923707
6.0,-0.023074054276579072,0.0003581560485927327,-0.022715898227986343,0.0254603235548086,-0.000517660526477138,-0.001983071618374972,0.022959591409956487,1.8434681653648795
7.0,-0.02308441126802888,0.0003729713964941474,-0.022711439871534733,0.02551671803519548,-0.000529278729239285,-0.002027415159748736,0.02296002414620746,1.8531838527495805
8.0,-0.023093028354811695,0.0003881730496031376,-0.02270485530520856,0.025571937538398933,-0.0005412259829282913,-0.0020726565014312116,0.02295805505403943,1.8633277717575634
9.0,-0.02309980719173123,0.0004037534766729396,-0.022696053715058288,0.025625793606117372,-0.0005534950705167102,-0.0021187514744646528,0.022953547061136007,1.8739187667143236
10.0,-0.023104642806411536,0.00041970348567666566,-0.02268493932073487,0.025678078544318132,-0.0005660774774127027,-0.002165644848645194,0.022946356218260237,1.8849765081685865
11.0,-0.023107424651838196,0.00043601189511887874,-0.022671412756719318,0.025728563219617053,-0.0005789630885086582,-0.002213270330407297,0.022936329800701098,1.8965215274752865
12.0,-0.023108034794321382,0.00045266564935008866,-0.022655369144971294,0.025776995491228222,-0.0005921404907746432,-0.0022615479848144063,0.02292330701563917,1.908575253924612
13.0,-0.023106347498523236,0.00046964967002293865,-0.022636697828500297,0.025823098153966984,-0.0006055968927382794,-0.002310383143727853,0.02290711811750085,1.921160052794584
14.0,-0.0231022294544064,0.0004869467236386446,-0.022615282730767752,0.02586656671982761,-0.0006193182068784248,-0.002359665061011262,0.022887583451937928,1.9342992644829373
15.0,-0.023095537108508386,0.0005045375789672005,-0.022590999529541182,0.025907067418883,-0.0006332893791175465,-0.0024092638429602273,0.022864514196805227,1.9480172461777345
