t,evidence_window,Y_US,NFA,NFA_over_Y,rebased_NFA_change_current_Y,VA_asset,VA_liability,VA,CA_asset,CA_liability,CA_bond,CA,RES,cum_VA_asset_current_Y,cum_VA_liability_current_Y,cum_VA_current_Y,cum_CA_asset_current_Y,cum_CA_liability_current_Y,cum_CA_bond_current_Y,cum_CA_current_Y,cum_RES_current_Y
11,true,3.124504892284643,0.023946974557429224,0.007664246139144035,-0.03784118329837418,-0.0016896184420142615,-0.010102086585897374,-0.011791705027911634,0.022549643082105237,-0.01609529053350255,-0.0012770211614425153,0.005177331387160172,3.469446951953614e-18,-0.01184336383814287,-0.027676090108428975,-0.03951945394657185,0.04847260065714088,-0.04630786548020566,-0.00048646452873755806,0.0016782706481976671,1.1103989500930975e-18
12,true,3.2075918228207736,0.018477004889932647,0.00576039780326035,-0.038566294854910754,-0.0013643138730022744,-0.01040565172714933,-0.011769965600151606,0.0243723117881572,-0.01663949383048936,-0.0014328220250127421,0.006299995932655098,-6.938893903907228e-17,-0.011961921667653095,-0.03020326027176666,-0.04216518193941976,0.05481532545139489,-0.05029587771326146,-0.0009205606536244042,0.0035988870845090203,-2.0551084966025605e-17
13,true,3.2989383355501753,0.014166692472408982,0.004294318666022096,-0.03880498251546758,-0.0010570960487977811,-0.010714026881074524,-0.011771122929872304,0.0262650353650024,-0.01722693263612548,-0.001577292216528331,0.007460810512348589,5.0306980803327406e-17,-0.011951135233514227,-0.032614661629732165,-0.044565796863246396,0.06125917022163824,-0.054125164082825514,-0.0013731917910338935,0.0057608143477788165,-4.732586576580405e-18
14,true,3.3987757461347328,0.011038646165846155,0.0032478300983522926,-0.038585449742112636,-0.0007644377481149404,-0.011030150986654188,-0.01179458873476913,0.028236181994777478,-0.017856492428188264,-0.0017131471383828867,0.008666542428206327,-2.42861286636753e-17,-0.011824991975126976,-0.03490195217289059,-0.04672694414801758,0.06776746224132997,-0.057789064595490006,-0.0018369032399350046,0.008141494405904948,-1.1739121062294682e-17
15,true,3.507377326824889,0.0091230748815746,0.0026011101833270426,-0.03793685412852868,-0.00048319760457633836,-0.011356824753216187,-0.011840022357792525,0.030294620459471136,-0.01852741950320338,-0.0018427498827468247,0.00992445107352093,3.9898639947466563e-17,-0.011596611866307605,-0.0370592386217135,-0.04865585048802111,0.0743065268481781,-0.0612821121349797,-0.0023054183537059548,0.01071899635949243,0.0
16,false,3.6250594010592048,0.008458040851406334,0.0023332144154479184,-0.036888746157527845,-0.0002105560955303799,-0.01169673692624141,-0.011907293021771789,0.03244975585694537,-0.019239302873037177,-0.00196819399230469,0.011242258991603506,1.734723475976807e-17,-0.01127822887852822,-0.03908279962972079,-0.05036102850824902,0.08084578787142574,-0.06459998791930989,-0.002773517601394668,0.01347228235072117,4.785365656270181e-18
17,false,3.752182739567057,0.009089762619744923,0.0024225266333360246,-0.035470600320135555,5.604815068592125e-5,-0.01205247865180998,-0.011996430501124058,0.03471156267717848,-0.019992062336860354,-0.0020913480708555365,0.012628152269462591,5.551115123125783e-17,-0.01088118684684082,-0.04097080540565052,-0.051851992252491354,0.08735777780224785,-0.06773946619705229,-0.0032369196728397765,0.016381391932355775,1.9417600646879107e-17
18,false,3.889154284506966,0.011072978058294769,0.0028471429128964234,-0.03371143165161558,0.00031897323589005094,-0.01242656093485901,-0.012107587698968959,0.03709062891781734,-0.020785936194751078,-0.0022138895855474683,0.014090803137518797,6.938893903907228e-18,-0.010415947857405607,-0.04272304404739383,-0.053138991904799454,0.09381807669802984,-0.07069835031799811,-0.00369216612684788,0.01942756025318384,2.0517900308768325e-17
19,false,4.036429226346966,0.014471373131407006,0.0035851918415782144,-0.031639490403554626,0.0005804208407004959,-0.012821436050715292,-0.012241015210014796,0.039598212222363524,-0.021621468714967902,-0.002337333224268545,0.015639410283127077,-4.336808689942018e-17,-0.009892111358103977,-0.04434066245645406,-0.05423277381455806,0.10020519734041328,-0.07347540217624299,-0.004136511753166866,0.02259328341100341,9.025103861038575e-18
20,false,4.194513462597754,0.019358104766179607,0.004615101355328756,-0.02928202120033063,0.0008424822818553161,-0.013239509884329873,-0.012397027602474558,0.042246298670283504,-0.022499499467126177,-0.0024630399659100743,0.017283759237247252,-9.367506770274758e-17,-0.009318440735213982,-0.04582592413950729,-0.05514436487472129,0.1065004296279767,-0.07607026728465882,-0.004567818668927212,0.025862343674390664,-1.3647798539137604e-17
21,false,4.363966455917596,0.025816400420864527,0.005915810921474236,-0.026665084999537875,0.0011071753231890345,-0.01368316549159348,-0.012575990168404445,0.04504767973156184,-0.023421153526524074,-0.0025922403819486073,0.019034285823089157,2.0816681711721685e-16,-0.008702896819838086,-0.047181989896264265,-0.05588488671610237,0.11268765939108326,-0.0784833974356063,-0.004984460238912499,0.029219801716564454,3.458343319878902e-17
22,false,4.545404524391273,0.03394026558422936,0.007466940599478258,-0.023813429748214935,0.001376481457711074,-0.014154777608698972,-0.012778296150987897,0.048016033342015645,-0.024387831515575865,-0.0027260405120869413,0.020902161314352838,-1.1102230246251565e-16,-0.00805267565008994,-0.04841272050894288,-0.05646539615903284,0.11875317059769475,-0.08071597220934804,-0.005385231977528827,0.03265196641081789,8.777797384889488e-18
23,false,4.739504588442987,0.04383528131863357,0.009248916316174355,-0.02075040834947569,0.0016523775592584364,-0.014656736071058225,-0.013004358511799789,0.05116602100277646,-0.02540120434385775,-0.0028654424127146083,0.0228993742462041,-9.8879238130678e-17,-0.007374249802255728,-0.04952250399394687,-0.05689675379620262,0.12468544104047037,-0.08276982167533722,-0.005769273918406213,0.03614634544672694,-1.2444464834369458e-17
24,false,4.947008414574759,0.05561954410391112,0.011243066403535142,-0.017497927139986272,0.0019368694158924224,-0.015191456423463706,-0.013254587007571284,0.05451338933905635,-0.02646320100501254,-0.0030113385411950633,0.025038849792848743,9.540979117872439e-17,-0.006673411199576704,-0.050516103954402224,-0.05718951515397894,0.13047493660224277,-0.08464734957518294,-0.0061359990130671815,0.03969158801399266,7.36388337003554e-18
25,false,5.168727382916313,0.06942468768747356,0.01343167912413724,-0.014076433873460435,0.0022320173864625245,-0.01576141273810288,-0.013529395351640355,0.05807509560716941,-0.02757600978418236,-0.0031645468877843086,0.027334538935202744,5.204170427930421e-17,-0.005955315823678303,-0.05139853282843672,-0.05735384865211503,0.13611391213916602,-0.08635146087976409,-0.00648503648074735,0.04327741477865458,1.7116572556569982e-17
26,false,5.405547839221789,0.0853970778935349,0.01579804312782275,-0.010504922109371139,0.00253997048841649,-0.016369144196704294,-0.013829173708287804,0.06186943297294793,-0.028742068543110358,-0.0033258005154881976,0.029801563914349377,-2.3592239273284576e-16,-0.005224527526780738,-0.05217494260662604,-0.05739947013340677,0.14159621940423198,-0.0878854915500234,-0.006816179830172901,0.046894548024035664,-2.7277807882513624e-17
27,false,5.658437064418902,0.10369910216188649,0.018326456754986627,-0.0068009654084762354,0.00286298857932149,-0.017017295077114795,-0.014154306497793305,0.06591618595536554,-0.029964068872865696,-0.0034957863163550262,0.03245633076614482,7.632783294297951e-17,-0.0044850626798707965,-0.05285053804457122,-0.05733560072444201,0.14691712823411232,-0.08925314394601369,-0.007129348972132845,0.05053463531596579,-1.2569489013544977e-17
28,false,5.928449943047029,0.1245106624804675,0.02100222885857295,-0.0029807579708582836,0.0032034785479235265,-0.017708620227881933,-0.014505141679958406,0.07023678547638433,-0.031244950231442734,-0.003675133246402229,0.03531670199853937,3.9898639947466563e-17,-0.0037404324181072785,-0.05343050318663241,-0.05717093560473968,0.1520731587405289,-0.09045842559241593,-0.007424555514231547,0.054190177633881405,-5.2669792049444015e-18
29,false,6.216736376383212,0.1480307824318492,0.023811655098357396,0.0009408225111537845,0.0035640167883785713,-0.018446031063600477,-0.014882014275221907,0.07485449835079151,-0.032587909844945175,-0.0038644542792427294,0.03840213422660361,0.0,-0.0029936848598602333,-0.05391994679246517,-0.056913631652325394,0.15706192904276273,-0.09150559448804933,-0.007701880391234206,0.05785445416347919,-5.02273551218987e-18
30,false,6.52454954355095,0.1744794458169452,0.026741991098742687,0.004950151531277695,0.003947387201082873,-0.019232606247797733,-0.01528521904671486,0.07979462167279672,-0.03399640127376303,-0.004064337967222997,0.04173388243181069,1.6306400674181987e-16,-0.0022474444049753284,-0.054323857688459196,-0.05657130209343452,0.1618820153403301,-0.09239910819070672,-0.007961453524911165,0.061521453624712195,2.0206603274941902e-17
